title,price,description
"
		Veleiro Delta 32 Cana De Leme Yanmar 30 Hps Novo De Rabeta
	",220.000,"<p>DELTA 32 CANA DE LEME ANO 1998<br><br>MOTOR YANMAR 30 HPS RABETA ANO 2009 BEM NOVO<br><br>VELA MESTRA DACRON COM LAZY JACK<br><br>GENOA DACRON COM ENROLADOR<br><br>MAIS UM BALÃO<br><br>VELAS DE PROLAN 1 MESTRA, 2 GENOAS<br><br>PAU DE SPY<br><br>GAIUTAS E VIGIAS IMPORTADAS<br><br>BANHEIRO COM VASO HIDRÁULICO E ÁGUA PRESSURIZADA (SEM BOILER)<br><br>BIMINI TOP NOVO BAILY (SENDO INSTALADO HOJE)<br><br>COZINHA COM FOGÃO COM FORNO, CAIXA DE GELO ORIGINAL, PIA <br><br>PINTURA DE FUNDO EM BOM ESTADO<br><br>SOM CD COM USB E CAIXAS <br><br>GPS PLOTER PEQUENO<br><br>PILOTO AUTOMÁTICO ST 2000 PARA CANA DE LEME<br><br>ESTOFADOS DE COURO NÁUTICO BRANCO EM BOM ESTADO</p>"
"
		Veleiro Dinieper 45 Aço Bolina Móvel Zincado A Fogo
	",700.000,"<p>VELEIRO DINIEPER TROPIC 1200 AÇO DE BAIXO CARBONO INSCRITO NA CAPITANIA DOS PORTOS EM 1988 E COLOCADO NA ÁGUA EM 1990 SEGUNDO DONO<br><br><br>BOLINA MÓVEL ZINCADO A FOGO CASCO MULTICHINE COM FUNDO PLANO E SQUEG DE PROTEÇÃO PARA O HÉLICE <br><br>PROJETO FRANCÊS JOUBER E NIVELT FABRICADO E EQUIPADO PARA NAVEGAR EM QUALQUER LUGAR DO PLANETA<br><br>CONSTRUÇÃO DINIEPER SP<br><br>TRATAMENTO DE ZINCAGEM A FOGO CASCADURA POR DENTRO E POR FORA COM GARANTIA NA ÉPOCA DE 20 ANOS<br><br>BOLINA MÓVEL COM ACIONAMENTO POR CABOS COM REDUÇÕES E CATRACA NO PÉ DO MASTRO E TRAVA ABAIXO DA MESA DA SALA<br><br>COMPRIMENTO DE 42 PÉS DE LINHA D´ÁGUA COM COMPRIMENTO TOTAL DE MAIS DE 45 PÉS<br><br>MOTOR MWM DE 60 HPS DE 3 CILINDROS COM REVERSOR ZF E PÉ DE GALINHA PROTEGIDO POR SQUEG COM SISTEMA DE EIXO COM CRUZETAS BLINDADAS ENVOLTO EM ÓLEO QUE NÃO NECESSITA DE ALINHAMENTO E NÃO DEIXA ENTRAR ÁGUA NO BARCO NÃO FAZ BARULHO E NÃO VIBRA RECÉM REVISADO<br><br>CONSUMO DE 3 LITROS DE DIESEL/HORA COM VELOCIDADE DE CRUZEIRO DE 5 A 6 KNOTS/HORA E VELOCIDADE TOP DE 8 KNOTS/HORA<br><br>FUNDO DO CASCO PLANO QUE POSSIBILITA O ENCALHE EM PRAIAS PERMANECENDO TOTALMENTE APOIADO EM PÉ COM CALADO BOLINA LEVANTADA DE 0,90 CM E BOLINA BAIXADA 2,30M, LEME RETRÁTIL<br><br>COSTADO E CONVÉS RECÉM PINTADOS NO GUARUJÁ <br><br>PINTURA DE FUNDO EM MUITO BOAS CONDIÇÕES<br><br>2 ENROLADORES DE GENOA NA PROA, GENOA E TRIQUETA<br><br>VELA MESTRA COM ENROLADOR NO MASTRO<br><br>BUSSOLA ESPECIAL PARA BARCO DE AÇO<br><br>RÁDIO VHF E SSB ICOM<br><br>EPIRB<br><br>PORTA DE ENTRADA COM GAIUTA COM VEDAÇÃO TOTAL PARA CASO DE TEMPESTADES O BARCO FICA TOTALMENTE PROTEGIDO E ESTANQUE<br><br>RODA DE LEME COM PILOTO AUTOMÁTICO HIDRÁULICO E EQUIPAMENTOS DE NAVEGAÇÃO<br><br>GPS PLOTTER RAYMARINE NOVO <br><br>RADAR RAYMARINE<br><br>2 SUÍTES DE CASAL COM 2 BANHEIROS COM VASOS ELÉTRICOS E ÁGUA QUENTE E FRIA<br><br><br>COZINHA COM GELADEIRA ELÉTRICA, MICROONDAS E FOGÃO DE 3 BOCAS COM FORNO EM INOX ÁGUA PRESSURIZADA QUENTE E FRIA E BOMBAS DE PEDAL<br><br>BOILER DE AQUECIMENTO ELÉTRICO E NO MOTOR<br><br>GAIUTAS E VIGIAS GOIOT FRANCESAS COM VIDROS TEMPERADO NOVOS<br><br>CHURRASQUEIRA NOVA<br><br>SISTEMA DE AIS NOVO<br><br>TARGA DE POPA COM PLACAS SOLARES NOVAS E SUPORTE PARA BOTE<br><br>BALSA DE ABANDONO AUTO INFLÁVEL<br><br>TANQUES DE ÁGUA 1000 LITROS INTEGRADOS AO CASCO ABAIXO DA LINHA D ÁGUA<br><br>TANQUES DE ÓLEO DE 800 LITROS INTEGRADOS AO CASCO ABAIXO DA LINHA D ÁGUA<br><br>GUINCHO DE ANCORA MANUAL GOIOT FRANCÊS MUITO FORTE QUE CHEGA A ENTORTAR UMA ANCORA QUANDO PRESA AO FUNDO<br><br>ISOLAMENTO TÉRMICO COM PLACAS GROSSAS DE ISOPOR POR DENTRO DA FORRAÇÃO DO TETO ATÉ A ALTURA DA LINHA D´ÁGUA<br><br>ANTI-DERRAPANTES EM EVA NO CONVÉS<br><br>SISTEMA DE ATERRAMENTO ELÉTRICO<br><br>BIMINI TOP COM LONA AZUL NOVA<br><br>VELA MESTRA NORTH SAILS DE ENROLAR NO MASTRO, RECÉM REVISADA<br><br>GENOA 1 NORTH SAILS COM ENROLADOR NA PROA RECÉM REVISADA<br><br>GENOA 2 NORTH SAILS<br><br>TRIQUETA NORTH SAILS COM SEGUNDO ENROLADOR NA PROA RECÉM REVISADA<br><br>STORM JIB NORTH SAILS E BALÃO RECÉM REVISADAS<br><br>ESCADA RETRÁTIL IMPORTADA ATÉ O TOP DO MASTRO<br><br>MESA DE NAVEGAÇÃO COM PAINEL ELÉTRICO E REPETIDORES DE ALGUNS INSTRUMENTOS <br><br>BARCO FABRICADO PELA DINIEPER EM SP COM EXCELENTE SISTEMA DE CONSTRUÇÃO E PREPARADO E EQUIPADO PARA SEGUIR A QUALQUER PARTE DO PLANETA E AGUENTAR QUALQUER TIPO DE MAR GROSSO<br><br>ATUALIZAÇÕES REALIZADAS RECENTEMENTE<br><br>Pintura de costado nova com 1,6 um ano e seis meses de uso AZUL MARINHO BRILHANTE<br>Pintura do convés nova com 1,6 um ano e seis meses de uso BRANCO BRILHANTE<br>Pintura de fundo nova com 1,6 um ano e seis meses de uso tinta azul MICRON PREMIUM (em bom estado de conservação ainda)<br>Motor MWM totalmente revisado e super em ordem pois ele já viajou por mais de 4.000 milhas náuticas<br>Sistema de AIS Garmin novo (ainda falta o kit Nmea 2000)<br>Velas North Sails ORIGINAIS totalmente revisadas<br>Chart Plotter Raymarine modelo A50d com cartas Navionics TUDO NOVO<br>Painel solar com 2 placas grandes de 255 Wats cada NOVAS com 2 metros x 2 metros faz até uma boa sombra<br>2 controladores de carga FOCUS de alta potência NOVOS<br>Inversor de Baterias 3.000 Watz XANTREX NOVO<br>Antena de GPS e AIS NOVA<br>TV de 24"" sansung LED NOVA com antena HD Digital que pega em todas as principais capitais do Brasil tudo HD<br>Piloto automático Raymarine Hidráulico NOVO<br>Churrasqueira NOVA<br>Bote Zefir de 2m NOVO com motor Mercury 5 Hps NOVO<br>Cabos de Adriças e escotas NOVOS MARLOW e cabo de reboque Marlow 40metros de 40mm bem grosso TUDO NOVO<br>Cabo da Bolina NOVO trocado pelo Zé do Mastro no Pier 26 no Guarujá<br>3 ancoras BRUCE de 20 Kgs NOVAS mais 50m de corrente calibrada e galvanizada comprado na Regatta (Guincho de ancora manual original muito bom)<br>Iluminação interna toda em LED tudo novo Branca e Azuis tudo comprado na Regatta<br>Iluminação da cruzeta com barra de LED de 20.000 Watz NOVA<br>Estaiamento de proa e popa novos inox com Norseman e brandais laterais revisados e em excelente estado<br>Quadros decorativos comprados no museu marítimo de Amsterdã na Holanda<br>Relogios decorativos Franceses NOVOS<br>Sistema de mangueiras hidráulicas todas NOVAS inclusive a do gás de cozinha<br>Som CD BOSS NOVO a prova d água e 6 Falantes BOSS NOVOS a prova d água <br>10 baterias Bosch e Heliar NOVAS<br>Todos os acrílicos do barco foram trocados por vidros temperados com exceção da gaiuta de proa pois é a mais vulnerável<br>Estofamento interno tudo NOVO branco da Regatta<br>Estofamento externo em Sumbrela Azul Navy da Regatta tudo NOVO<br>8 coletes NOVOS<br>Lona do Bimini Top em Sumbrela Regatta NOVA<br>Toldo de cobertura de retranca de 2mx2m em lona Azul NOVO<br>Sistema de roda de leme totalmente revisado e lubrificado<br>Catracas revisadas e lubrificadas<br>Bancos do cockpit mais largos e mesa do cockpit em madeira TEKA NOVOS<br>Manicacas HARKEN NOVAS<br>Caixa de ancora revisada e pintada com pistola<br>GERADOR EÓLICO ORIGINAL FOI RETIRADO POIS ESTAVA QUEBRADO E NÃO TEVE CONSERTO<br>LEME DE VENTO ORIGINAL FOI RETIRADO POIS NUNCA FUNCIONOU DIREITO<br>Pintura da praça de popa nova<br>2 cintos de segurança NOVOS<br>Espelhos dos banheiros NOVOS<br>Iluminação da Casa de Máquinas NOVA<br>E mais alguns detalhes que possam ter sido esquecidos por mim</p>"
"
		Veleiro Bruce Farr Mj 38 Ds Novo Sob Encomenda No Estaleiro
	",520.000,"<p>BRUCE FARR 38 DS<br>DECK SOLARIUM<br>LANÇAMENTO 2010  NOVO SOB ENCOMENDA<br><br> <br>Veleiro Bruce Farr 38 modelo DS lançamento 2010 com janelas laterais em formato de olho em policarbonato super resistentes que fornece uma ótima iluminação natural na sala e excelente visão para o exterior.<br><br>Motorização opcional Yanmar de 40 Hps centro diesel rabeta ou pé de galinha (o estaleiro repassa seu desconto ao cliente e não cobra a instalação)<br><br>Velas mestra, genoa de enrolar, balão ou genaker (opcionais) o estaleiro indica os melhores fabricantes do mercado<br><br> <br>Equipamentos eletrônicos (opcional) a escolha do cliente<br><br>3 cabines fechadas com portas com camas para casal bem grandes<br><br>2 banheiros completos com box para banho, água quente na pia e no chuveiro, vaso sanitário em louça com acionamento hidráulico.<br><br> <br>Cozinha completa com fogão, forno, microondas, caixa de gelo bem grande que poderá ser transformado em geladeira elétrica, 2 pias em aço inox e vários armários.<br><br>Sala com mesa de jantar grande para 8 pessoas que rebaixa e vira uma cama de casal.<br><br> <br>Mesa de navegação com painel elétrico, chaves disjuntoras importadas e local para instalação dos repetidores dos equipamentos eletrônicos no painel.<br><br>Sala com 2,10 metros de pé direito, janelas laterais em formato de olho e mais vigias no teto tudo em policarbonato de alta resistência.<br><br> <br>Ferragens completa, cockpit bem grande com mesa de café e geladeira na bitácula da roda de leme, mais suporte para todos os equipamentos eletrônicos<br><br>Gaiutas e vigias importadas<br> <br>Barco com excelente acabamento interno e externo.<br><br>Mesmo designer dos Beneteau e Jeanneau modelos DS<br><br>Excelente desempenho tanto para cruzeiro como para regatas<br><br>- MJ 38´ Deck Solarium<br> <br>-R$450.000,00 (Quatrocentos e cinquenta mil reais)<br> <br>- OPCIONAIS:<br>- 02 Velas (Genoa 150% + Mestra) <br>- Eletrônicos Básicos modelos Navman (GPS, Bidata, Radio, Est. Vento) <br>- Motor Yanmar 39 hp (Rabeta) <br> <br>- PRAZO DE ENTREGA:<br>- 8 a 12 meses (ou a combinar).<br> <br>- FORMA DE PAGAMENTO:<br>- Valor do veleiro dividido pelo prazo de entrega combinado em contrato, sendo a primeira parcela a entrada. (Ex- 1+10, ou a combinar).<br><br>- CRONOGRAMA DE PAGAMENTO <br>- Amarrado ao cronograma de construção ao final de cada fase o pagamento da mesma.<br>- Barco entregue no estaleiro, frete por conta do cliente<br><br>VENHA CONHECER UM BARCO EM FASE DE ACABAMENTO NO ESTALEIRO <br>OU VENHA CONHECER UM BARCO NOVO JÁ ENTREGUE NA ÁGUA NO GUARUJÁ</p>"
"
		Veleiro Fast 303 Versão Cruzeiro Motor Yanmar 27 Hps
	",95.000,"<p>FAST 303 YANMAR 27 HPS<br><br>NR 04 Ano Fabricação 1981 - <br>Projeto: Ron Holland - Contrução: Fast Yachts<br>30 pés - 9,20m<br>Comprimento da linha d'água 7,36m<br>1,72 m de calado<br>Boca máxima 3,12m (largura)<br>Deslocamento (equivale ao peso) 3.010 Kg<br>Altura do mastro acima da linha d'água 12,73m<br>Lastro 1.220 Kg peso da quilha de ferro fundido<br>Beliches - 4 simples e 1 duplo<br>Mastreação de Tope<br>Motor Diesel Yanmar 3GM30 27 CV<br>Taque de Combustível 50 L <br>Enrolador de genoa<br>Vela Grande, Genoa e Storm Jib<br>2 Âncoras bruce de 10 Kg e 7,5 Kg +/- 10 Kg e cabos<br>Pressurizador de água doce<br>Tanque de água doce com 180 L<br>Vaso Sanitário Hidráulico<br>Fish Finder (ecobatimentro)<br>Rádio VHF Marítimo<br>Bússola<br>Fogão de duas bocas com forno<br>Caixa de Gelo 79 L.<br>Botijão de Gás de 5 Kg<br>Bomba de porão elétrica com automático<br>bomba do porão manual<br>4 catracas Inglesas Lewmar<br>Bimini no Cockpit<br>Escada inox para acesso ao mar<br>Chuveiro pressuriado no Cockpit<br>Conjunto de Salva-Vidas<br>01 Extintor<br>02 Baterias 12 V de 60 Ah cada<br><br>Tinta Venenosa - Junho 2017</p>"
"
		Veleiro Jonh Aune 40 Aune Boats
	",250.000,"<p>Veleiro John Aune 40 pés fibra de vidro reforçado <br><br>Especificações técnicas:<br>Modelo: Bruce Farr 40<br>Fabricante: Aune Boats<br>Projetista: Bruce Farr<br>Ano: 1987<br>Tamanho: 40ft<br>Boca: <br>Calado: 2m<br>Capacidade de água doce: 300l<br>Capacidade de combustível: 150l<br>Material do casco: Fibra<br>Ano do estaiamento: 2013<br>Data da última pintura de fundo: 18/01/2017<br><br>Motorização:<br>Marca: Volvo Penta<br>Modelo: 2003 T<br>Potência (hp): 43<br>Ano: 1987<br>Horas de uso: 500 totalmente refeito tudo novo<br>Sistema de transmissão: Pé de Galinha<br>Tipo do hélice: tripá fixa<br>Velas: <br>1 grande, prolan, Cognac<br>1 Genoa, prolan, Cognac<br>1 balão<br>2 velas de tempestade zeradas<br>Equipamentos elétricos:<br>1 GPS garmin 741 XS com sonar (1 ano de uso)<br>1 piloto automático RAYMARINE ST6002<br>1 Guincho lewmar (1 ano de uso) <br>VHF Standard Horizon<br>HF (sem antena)<br>VHF portátil<br>Equipamentos elétricos:<br>2 geladeiras ELBER 12v, sendo uma tipo frigobar<br>2 placas solares 150w<br>Luzes de serviço em led<br>Led no bimini<br>Luz de tope (LED) com navegação e strobo.<br>Luz de cruzeta <br>Luz de convés <br>Som FM bluetooth<br>1 bomba de água doce jabsco <br>1 bomba de água doce jabsco para o boiler <br>1 bomba de porão com automático <br>1 bomba de porão manual<br>Acessórios: <br>Atracação/fundeio: <br>1 âncora Bruce de 12.5 kg com 70m de corrente de 8mm<br>1 âncora danfoth com cabo e corrente<br>1 âncora articulada (não sei o nome) com cabo<br>Diversos cabos para amarração <br>Pratos, copos, talheres, panelas completos.<br>Salvatagem:<br>Completa <br>Documentação: OK<br>Área de navegação: Mar Aberto<br>Capacidade de passageiros: 1+11</p>"
"
		Veleiro Bruce Farr 43 De Fibra De Vidro Fabricação Fibramar
	",375.000,"<p>VELEIRO BRUCE FARR 43 PÉS <br>COMPRIMENTO 43 PÉS E CALADO 2,90m<br>FABRICAÇÃO FIBRAMAR RJ FIBRA DE VIDRO<br>LAMINAÇÃO RESINA ESTER-VINILICA E DERAKENE<br>MOTOR VOLVO PENTA 2003 REVISADO<br>2 VELAS MESTRAS SENDO UMA ELVSTRON E OUTRA NORTH SAILS<br>2 GENOAS Nº3 UMA ELVSTRON E OUTRA NORTH SAILS<br>1 GENOA Nº1 TIPO SELF TAKING-HEAD NORTH SAILS<br>GUINCHO ELÉTRICO PARA ANCORA COM CONTROLE REMOTO<br>2 ANCORAS<br>SONDA RAYTHEON COM WIND E SPEED E FISHFINDER<br>GPS GARMIN 740S INTERFACEADOS<br>RADAR GARMIN<br>2 SONDAS SENDO UMA AUTOHELM E OUTRA GARMIN<br>RÁDIO VHF, SOM CD<br>PILOTO AUTOMÁTICO AUTOHELM 4000<br>BUSSOLA, VENTILADORES<br>BOTE DE 2,60m DA REGATTA COM MOTOR MERCURY 3.3<br>BIMINI TOP MAIS TOLDO DE COBERTURA<br>500 LITROS DE ÁGUA E 100 LITROS DE DIESEL<br>ACOMODAÇÕES<br>SALA, COZINHA E MESA DE NAVEGAÇÃO<br>SUÍTE DE PROA<br>2 QUARTOS ABERTOS NA POPA E MAIS UM BANHEIRO SOCIAL<br>TOTAL 2 BANHEIROS SENDO UM COM VASO ELÉTRICO E OUTRO MANUAL<br>COZINHA COMPLETA COM GELADEIRA ELÉTRICA, FOGÃO COM FORNO</p>"
"
		Veleiro Mj 34 Ds Novo Sob Encomenda Com 3 Cabines De Casal
	",430.000,"<p>VELEIRO BRUCE FARR MJ 34 DS NOVOS<br> <br>Projeto Bruce Farr lançado na Europa recentemente e trazido para o Brasil em 2010<br><br>Barco novo SOB ENCOMENDA<br><br>R$ 370.000,00 divididos em até 15x sem juros de acordo com o cronograma estipulado em contrato<br><br>Designer moderno com janelas em formato de olho em policarbonato na lateral da sala<br><br>Exatamente iguais aos veleiros Beneteau e Jeanneau modelos DS fabricados na França<br><br>2 vigias retangulares em policarbonato no teto da sala<br> <br>Sala com pé direito de 2,00m com excelente luminosidade natural e fino acabamento<br><br>3 cabines com cama de casal bem grandes com estofamentos, gaiutas importadas e armários<br><br>Opção de 1 ou 2 banheiros com vaso hidráulico, pia e chuveiro<br><br>Barco fabricado em fibra de vidro com um excelente acabamento interno<br><br>Interior fabricado com madeira compensado naval ou Nidacore importado (OPCIONAL)<br><br>Sala bem grande com mesa que rebaixa e torna-se uma cama de casal enorme<br><br>Mesa de navegação na sala com painel elétrico e disjuntores importados<br> <br>Cozinha com pia em aço inox com torneira de água doce pressurizada, fogão com forno<br><br>Geladeira bem grande tipo caixa de gelo que poderá receber motorização<br><br>Cozinha com armários, gavetas e prateleira para colocação de um microondas<br><br>Gaiutas e vigias importadas<br><br>Mastreação completa perfil importado com estais brandais cruzeta e cabos de adriças e escotas<br><br>Ferragens e catracas completas Nautos, guarda mancebos em aço inox com bancos na popa<br><br>Cockpit bem grande com roda de leme mesa de café da manhã com geladeira e bitácula p/ eletrônicos<br><br>Barco pronto para receber visitas e teste drive no Guarujá<br><br>EQUIPAMENTOS OPÇIONAIS<br>Motor Yanmar diesel opção pé de galinha ou rabeta<br>Velas (a escolha do cliente tanto nas marcas como nos modelos)<br>Equipamentos eletronicos (existem uma grande diversidade em eletrônicos)<br> <br>VENHA VISITAR UM BARCO EM FASE DE ACABAMENTO NO ESTALEIRO <br>OU VENHA VISITAR UM BARCO NOVO JÁ ENTREGUE NA ÁGUA NO GUARUJÁ</p>"
"
		Veleiro Beneteau 43 Oceanis Ano 2009
	",900.000,"<p>VELEIRO BENETEAU 43 ANO 2009 FABRICADO NOS USA<br>BARCO IMPECÁVEL<br><br>MOTOR YANMAR PÉ DE GALINHA COM 900 HORAS DE USO RECÉM REVISADO<br>GERADOR KOLLER 6,5 KWA NOVO<br>2 APARELHOS DE AR CONDICIONADO SENDO UM DELES NOVO<br>BOTE COM MOTOR DE POPA NOVO<br>CAPOTARIA TODA NOVA<br>SOM IMPORTADO<br>1 CATRACA ELÉTRICA<br>VELA MESTRA NORTH SAIL NOVA DE ENROLAR DENTRO DO MASTRO<br>GENOA NORTH SAILS NOVA COM ENROLADOR<br>MASTRO COM VELA MESTRA DE ENROLAR<br>3 CABINES DE CASAL, 2 BANHEIROS E UM BOX PARA BANHO<br>VASO ELÉTRICO NOVO NO BANHEIRO DE PROA<br>GELADEIRA ELÉTRICA, FOGÃO EM AÇO INOX, MICROONDAS<br>CHART PLOTER COM TELA NO COCKPIT<br>2 RODAS DE LEME<br>PILOTO AUTOMÁTICO<br>ÁGUA QUENTE E FRIA<br>GUINCHO ELÉTRICO<br>PINTURA DE FUNDO FEITA RECENTEMENTE<br>POLIMENTO DO COSTADO<br>INTERIOR IMPECÁVEL<br>COLCHÕES DE MOLAS<br>ACABAMENTO EM TEKA NO COCKPIT COM MESA DE FIBRA E CAIXA DE GELO<br>DOG HOUSE E BIMINI TOP COM INTERLIGAÇÃO COM LONAS NOVAS<br>LONA PARA COBRIR O BARCO TODO LONAS NOVAS<br>TV DE LCD COM DVD NA PAREDE DA SALA<br>ESTAÇÃO DE VENTO<br>TENHO OUTRAS OPÇÕES A VENDA COMO VELEIROS, LANCHAS, TRAWLERS E CATAMARÃS</p>"
"
		Catamarã Lagoon 450 Ano 2010/11 Completamente Equipado
	",2.500.000,"<p>CATAMARÃ LAGOON 450 ANO 2010/2011 CHEGOU NO BRASIL NO FINAL DE DEZEMBRO DE 2010<br>2 MOTORES DIESEL YANMAR 54 HPS DE RABETA COM APROXIMADAMENTE 700 HORAS DE USO<br>GERADOR DIESEL ONAN DE 13.000 KWAS<br>4 APARELHOS DE AR CONDICIONADO PARA O BARCO TODO<br>COMANDO NO FLY BRIDG COM 4 CATRACAS ELÉTRICAS<br>3 SUÍTES DE CASAL COM AR CONDICIONADO<br>1 CABINE PARA MARINHEIRO COM BANHEIRO COMPLETO<br>MESA DA SALA REBAIXA E REVERTE EM CAMA DE CASAL<br>COZINHA COMPLETA COM GELADEIRA FREEZER, FOGÃO COM FORNO MICROONDAS ETC<br>ÁGUA QUENTE E FRIA NO BARCO TODO<br>SOM CD COM FALANTES MARINIZADOS<br>TV DE LCD NA SALA E NAS CABINES<br>GUINCHO ELÉTRICO PARA ANCORA<br>VELA MESTRA COM BATEN CARR E LAZY JACK<br>VELA GENOA COM ENROLADOR<br>TURCOS DE AÇO INOX PARA TRANSPORTE DO BOTE<br>FECHAMENTO TOTAL DO COCKPIT COM LONA<br>ACABAMENTO EM MADEIRA TEKA NO PISO DO COCKPIT<br>BIMINI TOP NO COMANDO DO FLY<br>ELETRONICOS RAYMARINE C120 <br>RADAR, GPS PLOTTER, ESTAÇÃO DE VENTO, SONDA, AIS<br>PILOTO AUTOMÁTICO HIDRÁULICO COM CONTROLE REMOTO NA MESA DE NAVEGAÇÃO<br>E MUITO MAIS<br>BARCO NOVÍSSIMO EM EXCELENTE ESTADO DE CONSERVAÇÃO<br>DOCUMENTAÇÃO DE NACIONALIZAÇÃO TOTALMENTE EM ORDEM</p>"
"
		Veleiro Oceanico 44
	",198.000,"<p>veleiro bandeira americana em fibra do vedro oceânico totalmente equipado leme do vento ( Ares o melhor em leme do Vento), piloto automático novo modelo raymarine,desalinizadora e40, 5 painéis solares, gerador eólico novo rutland 914i , motor yanmar Marino 52 HP com 1500 horas, auxiliar com motor , mastros autoportante do fibra do vedro sem staiamento ( livre do manutencao) velas em bom estado, calefação webasto , ar condicionado Marino ( Marino original ) maceradora , reguladores cargas , inversor 3500 watts, transformador energia pra tudo mondo( 110, 240,220) , 6 baterias do gel americanas, alternador balmar novo,GPS raymarine multifuncao com interface ao piloto automático, ecosonda , direção vento ,ecosonda , radar raymarine , lcd 32 polegadas , tudo trabalhando em bom estado .<br><br>Veleiro este ano fiz a rota Eua,portugal,ilhas cantarias,cabo verde, Recife, Bahia, sim problema nenhum veleiro oceânico mesmo . <br>Atualmente esta em salvador ,bahia.<br>Modelo pelican 44 do angel lavranos <br><br>O barco e bandeira americana com tuda documentacao a meu nome , e so firmar o titulo propiedade e entregar ao novo dono.<br>O barco pode ficar em brasil ate 2 anos .<br><br>BARCO BANDEIRA AMERICANA .<br><br><br><br>E um veleiro super confortavel estavel e muito duro pra mares oceanicos mesmo.<br><br>O preco tein conversa <br><br>Whstsapp (71)99885693</p>"
"
		Veleiro Wind 34 Ano 2013 Motor Yanmar Rabeta
	",365.000,"<p>VELEIRO WIND 34 ANO 2013<br><br>POPA REBATÍVEL<br>CONVÉS E COCKPIT COM ACABAMENTO EM MADEIRA TEKA NATURAL<br>MOTOR YANMAR 29 RABETA<br>VELA MESTRA NORT SAILS E GENOA 2 NORT SAILS COM ENROLADOR <br>MASTRO MONOTASSO<br>CALADO 1,60m<br>GUINCHO ELÉTRICO COM ANCORA BRUCE DE 15 KGS CORRENTE E CABO<br>GAIUTAS DINAMARQUESAS EMBUTIDAS E VIGIAS DINAMARQUESAS<br>BURRO TELESCÓPICO<br>ESTOFAMENTO EM COURO LEGITIMO <br>MESA DO SALÃO COM MOTOR ELÉTRICO PARA TRANSFORMAR EM CAMA<br>BOILER DE ÁGUA QUENTE COM ÁGUA DO MOTOR E ELÉTRICO<br>GELADEIRA ELÉTRICA, MICROONDAS, FOGÃO COM FORNO EM INOX<br>TV, SOM CD <br>4 CATRACAS DINAMARQUESAS<br>PILOTO AUTOMÁTICO NO QUADRANTE<br>GPS PLOTTER SINRAD<br>DOG HOUSE E BIMINI TOP<br>CHURRASQUEIRA INOX<br>BANHEIRO COM VASO ELÉTRICO</p>"
"
		Veleiro Beneteau 45 Ano 2015 Completamente Equipado
	",1.600.000,"<p>Veleiro Beneteau 45 ano 2015<br> <br>Recebi o barco em abril de 2015 em Salvador. Hoje ele está ancorado em Paraty. Usei muito pouco o barco infelizmente. O barco possui todo estofamento em couro legitimo na cor branca. Gerador e os três ares condicionados montados na fábrica na Franca. Todos os eletrônicos são o que tem de mais moderno hoje da marca B&amp;G. Tudo novo e em perfeito estado de funcionamento.<br> <br>Itens inclusos que não constam das listas acima:<br> <br>- Controle remoto da plataforma de popa<br>- Capa de proteção de 100% do barco<br>- Bote marca ZEFIR F300 com compartimento de proa para tanque de gasolina .novo<br>- motor de 15HP Mercury- modelo americano (comando no manche)-novo<br>- Salvatagem completa segundo normas brasileiras<br>- Balsa salva-vidas<br>- Caixa de ferramentas completa<br>- Peças sobrecalentes do motor do barco.<br>- Turco em inox para icamento do motor<br>- Documentação 100% ok.<br> <br>Itens não inclusos (de uso pessoal):<br> <br>Utensílios de cozinha, pratos, talheres, Roupa de cama, toalhas, travesseiros<br><br>MOTOR YANMAR 54 DE RABETA COM POUCAS HORAS DE USO<br>GERADOR DIESEL MONTADO NA FÁBRICA<br>3 APARELHOS DE AR CONDICIONADO MONTADOS NA FÁBRICA<br>BOTE ZEFIR NOVO E MOTOR MERCURY 15 NOVOS<br>ELETRÔNICOS TODOS B&amp;G<br>BALSA SALVA VIDAS, SALVATAGEM COMPLETA<br>VELA MESTRA DE ENROLAR DENTRO DO MASTRO<br>GENOA COM ENROLADOR<br>4 CATRACAS ELÉTRICAS<br>PLATAFORMA DE POPA COM CONTROLE REMOTO<br>ESTOFAMENTO EM COURO LEGITIMO BRANCO <br>ACABAMENTO EM TEKA NO COCKPIT<br>CAPOTARIA COMPLETA COM FECHAMENTO TOTAL<br><br>BARCO SUPER NOVO<br>TENHO OUTRAS OPÇÕES EM BARCOS A VENDA COMO VELEIROS, LANCHAS, TRAWLERS E CATAMARÃS</p>"
